"Assay","R.squared","Slope","Intercept","LOD.discrete","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD","rep9.LOD"
"Pycno",0.992068748713906,-3.40844416582787,39.2014109236575,10,6.03486176622137,41,3.5768343404007,2.63398788125381,2.11997298269191,1.79142406400714,1.25649807053691,1.14963563828836
