"Assay","R.squared","Slope","Intercept","LOD.discrete","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"Pycno",0.956327481150218,-3.44339246911891,39.5119586845286,20,25.3899900750929,30,14.6716259397305,10.645090814805,8.47801070731944,7.10584528769067,4.89902522383579
