"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
5.07903868836144e-10,0.948639141130909,1.97551780184091,1.47982831580786,0,0,0.189553611380972,36.4466534194249,-0.0907031159580271,0.717313717931688,140.706601978664
