"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
5.89707300238671e-09,1.34836394939576,0.826644674466931,1.04639164702596,0,0,0.4529957548431,36.4466534194249,-0.425958828489739,1.71423836342184,140.706601978664
