"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
8.62606797341901e-11,0.803795492119912,2.82157490895031,1.9568990172647,0,0,0.132715432406258,36.4466534194249,-0.0237901213192615,0.502225198843848,140.706601978664
