"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
1.91641242886888e-11,0.482117591321372,0.643985684483137,0.669352773757194,0,0,0.581482699379617,36.4466534194249,0.241378090971877,2.20046198838227,140.706601978664
