"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
1.48973960284541e-08,0.421585315432292,1.75416947579578,0.693934603365726,0,0,0.213472258218936,0.902016163556703,0.189693457346601,0.807827307704345,3.48233973208225
