"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
2.74028066089484e-09,0.615462917753059,0.304768849902144,0.488251011693059,0,0,1.22869030602768,36.4466534194249,0.167038026168361,4.64964190894627,140.706601978664
