"alpha","aSE","beta","bSE","LOB","LODL","LOD","LODU","LOQL","LOQ","LOQU"
3.40605264307337e-10,0.360638352882234,0.12729674096499,0.285281399740267,0,0,2.94168201805444,36.4466534194249,1.03462251108951,11.1319897799722,140.706601978664
