"Assay","R.squared","Slope","Intercept","LOD.discrete","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"PYCNO",0.999594209175692,1.28504691000719,-147.340934375453,25,11.958577554141,12,4.65184286201281,3.26903755935296,2.6864691063725,2.36035031699196,1.88678803722433
