"Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"Pycno",0.994173964952026,-3.39538789653181,36.3492630297546,2.5,1.85996671246759,75,0.822817143561445,0.510632599840309,0.364000090539477,0.279945807668566,0.161027352127421
