"Assay","R.squared","Slope","Intercept","LOD.discrete","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"Pycno",0.967357566369259,-3.405275042629,40.2965390913087,20,16.2403995952721,20,12.907484161445,11.284663211268,10.258562075434,9.52735873800125,8.15326166890701
