"Assay","R.squared","Slope","Intercept","LOD.discrete","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"Pycno",0.967357566369259,-3.405275042629,40.2965390913087,20,25.3899900751919,786,14.6716259397692,10.6450908148252,8.47801070733111,7.10584528769758,4.89902522383636
