"Assay","LoD","Estimate","Lower","Upper","Std..Error"
"PYCNO","1rep.LOD",6.69407786954563,3.13635671671182,10.2517990223794,1.74868242932069
"PYCNO","2rep.LOD",3.40536577286496,1.59550606113737,5.21522548459256,0.889577834089824
"PYCNO","3rep.LOD",2.27630141702835,1.06650884224657,3.48609399181013,0.594634297563891
"PYCNO","4rep.LOD",1.7089632266298,0.800695539984463,2.61723091327514,0.446429519494904
"PYCNO","5rep.LOD",1.36789569909391,0.640896169303989,2.09489522888383,0.357333036866992
"PYCNO","8rep.LOD",0.855532863867893,0.400840309337766,1.31022541839802,0.223489376118318
