"Assay","R.squared","Slope","Intercept","LOD.discrete","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"PYCNO",0.998619958925726,1.09474185163188,-288.28130170762,4,2.09816163367525,16,1.19347158555407,0.857986708943868,0.678867825368602,0.566114392822306,0.386152070898897
