samp_name	technical_rep_id	assay_name	pcr_plate_id	std_conc	std_conc_unit	quantificationCycle	efficiency	r2	slope	intercept
Pycno_STANDARD_10000-2-Plate:5	2	Pycno	5	20000	copies/reaction	22.4321937561035	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-1-Plate:5	1	Pycno	5	20	copies/reaction	33.6921691894531	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-2-Plate:5	2	Pycno	5	20	copies/reaction	33.0500221252441	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-3-Plate:5	3	Pycno	5	20	copies/reaction	33.02783203125	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-4-Plate:5	4	Pycno	5	20	copies/reaction	33.6263885498047	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-5-Plate:5	5	Pycno	5	20	copies/reaction	33.1352424621582	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-6-Plate:5	6	Pycno	5	20	copies/reaction	33.1436996459961	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-7-Plate:5	7	Pycno	5	20	copies/reaction	35.0129280090332	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-8-Plate:5	8	Pycno	5	20	copies/reaction	32.9438323974609	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-9-Plate:5	9	Pycno	5	20	copies/reaction	33.5204200744629	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-10-Plate:5	10	Pycno	5	20	copies/reaction	33.0949974060059	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-11-Plate:5	11	Pycno	5	20	copies/reaction	33.3360404968262	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-12-Plate:5	12	Pycno	5	20	copies/reaction	33.2493743896484	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-3-Plate:5	3	Pycno	5	20000	copies/reaction	22.4463977813721	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-1-Plate:5	1	Pycno	5	10	copies/reaction	34.6117553710938	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-2-Plate:5	2	Pycno	5	10	copies/reaction	36.9074668884277	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-3-Plate:5	3	Pycno	5	10	copies/reaction	34.5031471252441	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-4-Plate:5	4	Pycno	5	10	copies/reaction	34.0842475891113	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-5-Plate:5	5	Pycno	5	10	copies/reaction	33.6438636779785	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-6-Plate:5	6	Pycno	5	10	copies/reaction	34.0403709411621	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-7-Plate:5	7	Pycno	5	10	copies/reaction	34.8292274475098	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-8-Plate:5	8	Pycno	5	10	copies/reaction	34.0867691040039	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-9-Plate:5	9	Pycno	5	10	copies/reaction	33.8216819763184	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-10-Plate:5	10	Pycno	5	10	copies/reaction	33.7954711914062	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-11-Plate:5	11	Pycno	5	10	copies/reaction	36.3687210083008	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-12-Plate:5	12	Pycno	5	10	copies/reaction	34.878490447998	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-4-Plate:5	4	Pycno	5	20000	copies/reaction	22.1868553161621	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-1-Plate:5	1	Pycno	5	5	copies/reaction	34.2509346008301	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-2-Plate:5	2	Pycno	5	5	copies/reaction	34.0798072814941	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-3-Plate:5	3	Pycno	5	5	copies/reaction	35.3071022033691	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-4-Plate:5	4	Pycno	5	5	copies/reaction	34.8400115966797	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-5-Plate:5	5	Pycno	5	5	copies/reaction	33.8305969238281	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-6-Plate:5	6	Pycno	5	5	copies/reaction	35.5423164367676	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-7-Plate:5	7	Pycno	5	5	copies/reaction	35.1133613586426	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-8-Plate:5	8	Pycno	5	5	copies/reaction	33.7442741394043	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-9-Plate:5	9	Pycno	5	5	copies/reaction	35.2524604797363	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-10-Plate:5	10	Pycno	5	5	copies/reaction	37.4584312438965	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-11-Plate:5	11	Pycno	5	5	copies/reaction	34.3213539123535	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-12-Plate:5	12	Pycno	5	5	copies/reaction	34.8964042663574	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-5-Plate:5	5	Pycno	5	20000	copies/reaction	22.2051010131836	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-1-Plate:5	1	Pycno	5	2	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-2-Plate:5	2	Pycno	5	2	copies/reaction	37.7616310119629	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-3-Plate:5	3	Pycno	5	2	copies/reaction	38.0058975219727	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-4-Plate:5	4	Pycno	5	2	copies/reaction	35.5838432312012	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-5-Plate:5	5	Pycno	5	2	copies/reaction	36.9707794189453	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-6-Plate:5	6	Pycno	5	2	copies/reaction	36.8199501037598	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-7-Plate:5	7	Pycno	5	2	copies/reaction	36.5155601501465	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-8-Plate:5	8	Pycno	5	2	copies/reaction	37.3416175842285	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-9-Plate:5	9	Pycno	5	2	copies/reaction	36.5403022766113	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-10-Plate:5	10	Pycno	5	2	copies/reaction	36.058479309082	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-11-Plate:5	11	Pycno	5	2	copies/reaction	35.4624481201172	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-12-Plate:5	12	Pycno	5	2	copies/reaction	36.4988594055176	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-6-Plate:5	6	Pycno	5	20000	copies/reaction	22.5118541717529	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-1-Plate:5	1	Pycno	5	1.60000002384186	copies/reaction	36.3887023925781	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-2-Plate:5	2	Pycno	5	1.60000002384186	copies/reaction	35.7332763671875	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-3-Plate:5	3	Pycno	5	1.60000002384186	copies/reaction	37.7244567871094	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-4-Plate:5	4	Pycno	5	1.60000002384186	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-5-Plate:5	5	Pycno	5	1.60000002384186	copies/reaction	36.2132339477539	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-6-Plate:5	6	Pycno	5	1.60000002384186	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-7-Plate:5	7	Pycno	5	1.60000002384186	copies/reaction	37.2147216796875	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-8-Plate:5	8	Pycno	5	1.60000002384186	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-9-Plate:5	9	Pycno	5	1.60000002384186	copies/reaction	38.5650100708008	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-10-Plate:5	10	Pycno	5	1.60000002384186	copies/reaction	35.6877517700195	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-11-Plate:5	11	Pycno	5	1.60000002384186	copies/reaction	36.9592132568359	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.8-12-Plate:5	12	Pycno	5	1.60000002384186	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-7-Plate:5	7	Pycno	5	20000	copies/reaction	22.5018310546875	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-1-Plate:5	1	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-2-Plate:5	2	Pycno	5	0.800000011920929	copies/reaction	37.0375862121582	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-3-Plate:5	3	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-4-Plate:5	4	Pycno	5	0.800000011920929	copies/reaction	37.6972045898438	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-5-Plate:5	5	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-6-Plate:5	6	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-7-Plate:5	7	Pycno	5	0.800000011920929	copies/reaction	36.4047584533691	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-8-Plate:5	8	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-9-Plate:5	9	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-10-Plate:5	10	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-11-Plate:5	11	Pycno	5	0.800000011920929	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_0.4-12-Plate:5	12	Pycno	5	0.800000011920929	copies/reaction	38.1833686828613	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-8-Plate:5	8	Pycno	5	20000	copies/reaction	22.5128479003906	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-10-Plate:5	10	Pycno	5	2000	copies/reaction	26.6725692749023	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-11-Plate:5	11	Pycno	5	2000	copies/reaction	26.3572635650635	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-12-Plate:5	12	Pycno	5	2000	copies/reaction	27.128589630127	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-13-Plate:5	13	Pycno	5	2000	copies/reaction	26.1891632080078	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-14-Plate:5	14	Pycno	5	2000	copies/reaction	25.9696044921875	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-15-Plate:5	15	Pycno	5	2000	copies/reaction	25.9876575469971	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-16-Plate:5	16	Pycno	5	2000	copies/reaction	25.9181861877441	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-17-Plate:5	17	Pycno	5	2000	copies/reaction	27.7366466522217	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-18-Plate:5	18	Pycno	5	2000	copies/reaction	26.0847148895264	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-19-Plate:5	19	Pycno	5	2000	copies/reaction	26.110782623291	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-20-Plate:5	20	Pycno	5	2000	copies/reaction	26.1267929077148	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1000-21-Plate:5	21	Pycno	5	2000	copies/reaction	26.1203231811523	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-9-Plate:5	9	Pycno	5	20000	copies/reaction	22.4668865203857	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-13-Plate:5	13	Pycno	5	200	copies/reaction	29.7329978942871	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-14-Plate:5	14	Pycno	5	200	copies/reaction	29.6269721984863	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-15-Plate:5	15	Pycno	5	200	copies/reaction	29.9386253356934	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-16-Plate:5	16	Pycno	5	200	copies/reaction	29.645959854126	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-17-Plate:5	17	Pycno	5	200	copies/reaction	29.7793865203857	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-18-Plate:5	18	Pycno	5	200	copies/reaction	29.3671932220459	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-19-Plate:5	19	Pycno	5	200	copies/reaction	29.261625289917	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-20-Plate:5	20	Pycno	5	200	copies/reaction	29.8306465148926	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-21-Plate:5	21	Pycno	5	200	copies/reaction	29.7156429290771	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-22-Plate:5	22	Pycno	5	200	copies/reaction	29.5490264892578	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-23-Plate:5	23	Pycno	5	200	copies/reaction	29.539966583252	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_100-24-Plate:5	24	Pycno	5	200	copies/reaction	29.4227638244629	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-10-Plate:5	10	Pycno	5	20000	copies/reaction	22.5227165222168	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-13-Plate:5	13	Pycno	5	20	copies/reaction	32.4432106018066	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-14-Plate:5	14	Pycno	5	20	copies/reaction	32.9668121337891	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-15-Plate:5	15	Pycno	5	20	copies/reaction	33.3022918701172	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-16-Plate:5	16	Pycno	5	20	copies/reaction	33.6793441772461	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-17-Plate:5	17	Pycno	5	20	copies/reaction	33.5308570861816	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-18-Plate:5	18	Pycno	5	20	copies/reaction	32.6396598815918	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-19-Plate:5	19	Pycno	5	20	copies/reaction	32.9065933227539	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-20-Plate:5	20	Pycno	5	20	copies/reaction	32.7103614807129	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-21-Plate:5	21	Pycno	5	20	copies/reaction	32.8967361450195	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-22-Plate:5	22	Pycno	5	20	copies/reaction	33.2681427001953	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-23-Plate:5	23	Pycno	5	20	copies/reaction	32.5515632629395	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10-24-Plate:5	24	Pycno	5	20	copies/reaction	33.021369934082	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-11-Plate:5	11	Pycno	5	20000	copies/reaction	22.4986553192139	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-13-Plate:5	13	Pycno	5	10	copies/reaction	33.8951721191406	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-14-Plate:5	14	Pycno	5	10	copies/reaction	34.9093284606934	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-15-Plate:5	15	Pycno	5	10	copies/reaction	35.1427421569824	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-16-Plate:5	16	Pycno	5	10	copies/reaction	33.412281036377	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-17-Plate:5	17	Pycno	5	10	copies/reaction	34.8088531494141	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-18-Plate:5	18	Pycno	5	10	copies/reaction	33.6233749389648	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-19-Plate:5	19	Pycno	5	10	copies/reaction	34.266429901123	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-20-Plate:5	20	Pycno	5	10	copies/reaction	33.986515045166	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-21-Plate:5	21	Pycno	5	10	copies/reaction	33.1863670349121	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-22-Plate:5	22	Pycno	5	10	copies/reaction	33.1423072814941	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-23-Plate:5	23	Pycno	5	10	copies/reaction	34.0034027099609	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_5-24-Plate:5	24	Pycno	5	10	copies/reaction	34.5410804748535	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-12-Plate:5	12	Pycno	5	20000	copies/reaction	22.6656188964844	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-13-Plate:5	13	Pycno	5	5	copies/reaction	33.990852355957	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-14-Plate:5	14	Pycno	5	5	copies/reaction	35.4278297424316	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-15-Plate:5	15	Pycno	5	5	copies/reaction	35.529411315918	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-16-Plate:5	16	Pycno	5	5	copies/reaction	35.3475723266602	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-17-Plate:5	17	Pycno	5	5	copies/reaction	34.7947463989258	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-18-Plate:5	18	Pycno	5	5	copies/reaction	33.8029861450195	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-19-Plate:5	19	Pycno	5	5	copies/reaction	34.5577697753906	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-20-Plate:5	20	Pycno	5	5	copies/reaction	33.8383255004883	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-21-Plate:5	21	Pycno	5	5	copies/reaction	34.0119209289551	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-22-Plate:5	22	Pycno	5	5	copies/reaction	35.3090858459473	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-23-Plate:5	23	Pycno	5	5	copies/reaction	34.5316047668457	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_2.5-24-Plate:5	24	Pycno	5	5	copies/reaction	34.68408203125	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_10000-13-Plate:5	13	Pycno	5	20000	copies/reaction	22.4040699005127	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-13-Plate:5	13	Pycno	5	2	copies/reaction	35.831672668457	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-14-Plate:5	14	Pycno	5	2	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-15-Plate:5	15	Pycno	5	2	copies/reaction	NA	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
Pycno_STANDARD_1-16-Plate:5	16	Pycno	5	2	copies/reaction	37.4157829284668	96.2262802124023	0.969399988651276	-3.41580009460449	36.4639015197754
